id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
 176 ,J0414+31     ,04:14            ,                  0 ,+31              ,              0 ,1.081                 ,           0 ,64.1       ,     3 ,1.842        ,1.842
 177 ,B0410+69     ,04:15:55.653     ,                  4 ,+69:54:09.89     ,              3 ,0.3907150899386       ,           3 ,27.44598   ,    38 ,1.368        ,1.368
 178 ,J0417+35     ,04:17:43         ,                 16 ,+35:45           ,              5 ,0.65440               ,           3 ,48.5336    ,    12 ,1.480        ,1.480
 179 ,J0417+61     ,04:17            ,                  3 ,+61:08           ,             18 ,0.440283              ,          13 ,70.14      ,    11 ,1.837        ,1.837
 180 ,J0418-4154   ,04:18:03.7748    ,                  4 ,-41:54:14.42     ,              6 ,0.757118945031        ,          12 ,24.325     ,     9 ,2.519        ,2.519
 181 ,J0418+5732   ,04:18:33.867     ,                 43 ,+57:32:22.91     ,             35 ,9.07838822            ,           5 ,*          ,     0 ,*            ,*
 182 ,J0418+6635   ,04:18:48.0       ,                  0 ,+66:35:25        ,              0 ,0.00291               ,           0 ,77.6       ,     0 ,2.206        ,2.206
 183 ,J0419+44     ,04:19            ,                  0 ,+44              ,              0 ,1.241                 ,           0 ,71         ,     0 ,1.687        ,1.687
 184 ,J0420-5022   ,04:20:01.95      ,                  4 ,-50:22:48.1      ,              6 ,3.453004027           ,          12 ,*          ,     0 ,*            ,*
 185 ,J0421-0345   ,04:21:33.556     ,                 15 ,-03:45:06.6      ,              7 ,2.161308494552        ,          15 ,44.61      ,     9 ,2.196        ,2.196
 186 ,J0421+3255   ,04:21:33.2       ,                  2 ,+32:55:50        ,             10 ,0.900105016           ,           1 ,77.02      ,     6 ,1.939        ,1.939
 187 ,J0426+4933   ,04:26:06.813     ,                  1 ,+49:33:38.46     ,              4 ,0.922474730055        ,           2 ,84.3       ,     2 ,1.795        ,1.795
 188 ,J0435+2749   ,04:35:51.818     ,                  4 ,+27:49:01.7      ,              4 ,0.3262794534509       ,          14 ,53.19      ,     2 ,1.521        ,1.521
 189 ,J0437-4715   ,04:37:15.8961737 ,                  6 ,-47:15:09.110714 ,              7 ,0.005757451936712637  ,          17 ,2.64476    ,     7 ,0.157        ,0.156
 190 ,J0447-04     ,04:47            ,                  1 ,-04:35           ,             18 ,2.18819               ,           2 ,29.83      ,     4 ,0.675        ,0.675
 191 ,J0448-2749   ,04:48:41.567     ,                  6 ,-27:49:46.74     ,             11 ,0.4504483308563       ,          17 ,26.22      ,     4 ,1.809        ,1.809
 192 ,J0449-7031   ,04:49:05.67      ,                  5 ,-70:31:31.7      ,              3 ,0.479163971291        ,          14 ,65.83      ,     7 ,49.700       ,50.463
 193 ,B0447-12     ,04:50:08.781     ,                  3 ,-12:48:07.10     ,              9 ,0.4380141493906       ,           8 ,37.041     ,    10 ,1.774        ,1.774
 194 ,J0451-67     ,04:51:50         ,                 70 ,-67:18           ,              7 ,0.24545429            ,           7 ,45         ,     1 ,49.700       ,4.184
 195 ,B0450-18     ,04:52:34.1057    ,                  1 ,-17:59:23.371    ,              2 ,0.548939223294        ,           3 ,39.903     ,     3 ,0.400        ,2.711
 196 ,J0453+1559   ,04:53:45.41368   ,                  5 ,+15:59:21.3063   ,             59 ,0.0457818168729515    ,          33 ,30.3053    ,     3 ,0.522        ,0.522
 197 ,J0454+4529   ,04:54:59.310     ,                  8 ,+45:29:46.7      ,              1 ,1.3891369360          ,           4 ,20.834     ,     2 ,0.765        ,0.765
 198 ,B0450+55     ,04:54:07.7506    ,                  1 ,+55:43:41.437    ,              2 ,0.340729436235        ,          10 ,14.59002   ,    15 ,1.180        ,0.637
 199 ,B0456-69     ,04:55:47.55      ,                  8 ,-69:51:34.3      ,              6 ,0.320422711526        ,          12 ,94.70      ,     2 ,49.700       ,50.586
 200 ,J0456-69     ,04:56:30         ,                  0 ,-69:10           ,              0 ,0.117073051           ,          15 ,103        ,     1 ,49.700       ,50.514
 201 ,J0456-7031   ,04:56:02.5       ,                  3 ,-70:31:06.6      ,             12 ,0.80013207321         ,          10 ,100.3      ,     3 ,49.700       ,51.132
 202 ,J0457+23     ,04:57:06         ,                  7 ,+23:34:00        ,            100 ,0.5049                ,           0 ,59         ,     0 ,1.517        ,1.517
 203 ,J0457-6337   ,04:57:07.79      ,                  8 ,-63:37:30.4      ,              9 ,2.49701169613         ,          19 ,27.5       ,    10 ,1.333        ,1.333
 204 ,J0457-69     ,04:57:02         ,                  0 ,-69:46           ,              0 ,0.231390388           ,          73 ,91         ,     1 ,49.700       ,50.356
 205 ,J0458-0505   ,04:58:37.121     ,                 26 ,-05:05:05.1      ,             40 ,1.88347965849         ,          18 ,47.806     ,    32 ,1.938        ,1.938
 206 ,J0458-67     ,04:58:59         ,                  0 ,-67:43           ,              0 ,1.1339000             ,          18 ,97         ,     2 ,49.700       ,50.185
 207 ,J0459-0210   ,04:59:51.941     ,                  7 ,-02:10:06.6      ,              3 ,1.133076123659        ,           6 ,21.02      ,     3 ,0.160        ,0.160
 208 ,J0501+4516   ,05:01:06.76      ,                  1 ,+45:16:33.92     ,             11 ,5.76209653            ,           4 ,*          ,     0 ,2.000        ,*
 209 ,B0458+46     ,05:02:04.561     ,                  4 ,+46:54:06.09     ,              9 ,0.638565481517        ,           3 ,41.834     ,    20 ,1.319        ,1.319
 210 ,B0502-66     ,05:02:50.53      ,                 10 ,-66:17:58.8      ,              9 ,0.69125141818         ,           4 ,68.9       ,     3 ,49.700       ,49.066
 211 ,J0506+50     ,05:06:14.1       ,                  0 ,+50:30:30        ,              0 ,0.00339               ,           0 ,43.4       ,     0 ,1.383        ,1.383
 212 ,J0509+0856   ,05:09:22.23485   ,                  1 ,+08:56:25.0248   ,              8 ,0.0040558382315644    ,           5 ,38.3271    ,     8 ,0.817        ,0.817
 213 ,J0509+37     ,05:09            ,                  4 ,+37:32           ,             15 ,2.4961                ,           0 ,30         ,     3 ,0.930        ,0.930
 214 ,J0509+3801   ,05:09:31.7880    ,                  3 ,+38:01:18.083    ,             15 ,0.07654134872199      ,          12 ,69.0794    ,     9 ,1.562        ,1.562
 215 ,J0511-6508   ,05:11:56.50      ,                  2 ,-65:08:36.5      ,              3 ,0.322061827468        ,           8 ,25.66      ,     8 ,0.818        ,0.818
 216 ,J0514-4002A  ,05:14:06.69271   ,                 20 ,-40:02:48.8930   ,             19 ,0.004990575114112     ,           3 ,52.14016   ,    37 ,11.950       ,+25.00
 217 ,J0514-4002B  ,05:14:06.73      ,                  8 ,-40:02:47.9      ,              6 ,0.0028163             ,           0 ,52.076     ,     3 ,11.950       ,+25.00
 218 ,J0514-4002C  ,05:14:06.69      ,                  4 ,-40:02:49.4      ,              3 ,0.0055648             ,           0 ,52.053     ,     5 ,11.950       ,+25.00
 219 ,J0514-4002D  ,05:14:06.73      ,                  5 ,-40:02:48.2      ,              5 ,0.0045544             ,           0 ,52.219     ,     5 ,11.950       ,+25.00
 220 ,J0514-4002E  ,05:14:06.68      ,                  6 ,-40:02:47.7      ,              5 ,0.0055959             ,           0 ,51.930     ,     3 ,11.950       ,+25.00
 221 ,J0514-4002F  ,05:14:06.7       ,                  1 ,-40:02:48.5      ,              8 ,0.0043294             ,           0 ,51.620     ,     9 ,11.950       ,+25.00
 222 ,J0514-4002G  ,05:14:06.63      ,                  5 ,-40:02:48.1      ,              4 ,0.0038028             ,           0 ,50.959     ,     3 ,11.950       ,+25.00
 223 ,J0514-4002H  ,05:14:06.6       ,                  1 ,-40:02:48        ,              1 ,0.0055061             ,           0 ,52.226     ,     6 ,11.950       ,+25.00
 224 ,J0514-4002I  ,05:14:06.75      ,                  7 ,-40:02:48.2      ,              6 ,0.0326542             ,           0 ,52.58      ,     3 ,11.950       ,+25.00
 225 ,J0514-4002J  ,05:14:06.7       ,                  2 ,-40:02:48        ,              2 ,0.0066329             ,           0 ,52.017     ,     7 ,11.950       ,+25.00
 226 ,J0514-4002K  ,05:14:06.8       ,                  2 ,-40:02:48        ,              2 ,0.0046920             ,           0 ,51.928     ,     2 ,11.950       ,+25.00
 227 ,J0514-4002L  ,05:14:06.8       ,                  1 ,-40:02:48.0      ,              8 ,0.0029588             ,           0 ,51.245     ,     3 ,11.950       ,+25.00
 228 ,J0514-4002M  ,05:14:06.8       ,                 25 ,-40:02:48        ,             28 ,0.0047978             ,           0 ,51.678     ,    14 ,11.950       ,+25.00
 229 ,J0514-4002N  ,05:14:06.7       ,                  1 ,-40:02:47        ,              1 ,0.0055679             ,           0 ,51.068     ,     4 ,11.950       ,+25.00
 230 ,J0514-4408   ,05:14:52.190     ,                  3 ,-44:08:37.38     ,              2 ,0.3202708224090       ,           7 ,15.122     ,     6 ,0.966        ,0.966
 231 ,J0517+2212   ,05:17:17.147     ,                  2 ,+22:12:51.9      ,              2 ,0.2223665151982       ,           7 ,18.705     ,    14 ,0.159        ,0.159
 232 ,J0518+5125   ,05:18:26.145     ,                  8 ,+51:25:58.7      ,              2 ,0.912511685262        ,           8 ,39.244     ,     2 ,1.337        ,1.337
 233 ,J0518+5416   ,05:18:53.199     ,                 18 ,+54:16:50.0      ,              3 ,0.340202651600        ,           6 ,42.330     ,     5 ,1.434        ,1.434
 234 ,J0519+44     ,05:19            ,                  0 ,+44              ,              0 ,0.515                 ,           0 ,52         ,     0 ,1.421        ,1.421
 235 ,J0519-6932   ,05:19:46.917     ,                 12 ,-69:32:23.48     ,              7 ,0.263211634568        ,           3 ,118.86     ,     2 ,49.700       ,49.732
 236 ,J0520-2553   ,05:20:36.185     ,                  4 ,-25:53:12.29     ,             11 ,0.2416421756731       ,           7 ,33.77      ,     3 ,2.379        ,2.379
 237 ,J0521-68     ,05:21:44         ,                  0 ,-68:35           ,              0 ,0.43342070            ,          30 ,136        ,     4 ,49.700       ,49.777
 238 ,J0522-6847   ,05:22:23.06      ,                  8 ,-68:47:02.2      ,              3 ,0.67453190906         ,           3 ,126.45     ,     7 ,49.700       ,49.581
 239 ,J0523-7125   ,05:23:48.66      ,                  3 ,-71:25:52.58     ,             15 ,0.3225                ,           0 ,157.5      ,     0 ,49.700       ,100.000
 240 ,B0523+11     ,05:25:56.4483    ,                 11 ,+11:15:19.08     ,              7 ,0.35443759451370      ,          13 ,79.418     ,    13 ,1.841        ,1.841
 241 ,J0525-6607   ,05:26:00.9       ,                  1 ,-66:04:36.3      ,              6 ,8.0470                ,           2 ,*          ,     0 ,*            ,*
 242 ,B0525+21     ,05:28:52.264     ,                  9 ,+22:00:04        ,              2 ,3.74553925030         ,           3 ,50.8695    ,    13 ,1.215        ,1.215
 243 ,J0529-0715   ,05:29:08.973     ,                  2 ,-07:15:26.43     ,             10 ,0.689223601359        ,           9 ,87.3       ,     4 ,7.002        ,7.002
 244 ,B0529-66     ,05:29:50.90      ,                  3 ,-66:52:39.9      ,              3 ,0.975736826742        ,          20 ,103.31     ,     7 ,49.700       ,49.592
 245 ,J0530-39     ,05:30            ,                  0 ,-39              ,              0 ,0.907                 ,           0 ,48.5       ,     2 ,25.000       ,+25.00
 246 ,J0532-6639   ,05:32:59.51      ,                  6 ,-66:39:37.3      ,              5 ,0.64274275093         ,           3 ,69.2       ,     2 ,49.700       ,47.847
 247 ,J0532-69     ,05:32:04         ,                  0 ,-69:46           ,              0 ,1.1491957             ,          14 ,124        ,     1 ,49.700       ,49.602
 248 ,J0533+0402   ,05:33:25.828     ,                  5 ,+04:01:59.7      ,              2 ,0.963017825057        ,          19 ,83.7       ,     1 ,2.172        ,2.172
 249 ,J0533-4524   ,05:33:13.89      ,                  4 ,-45:24:50.2      ,              2 ,0.157284525096        ,           2 ,18.93      ,     2 ,1.239        ,1.239
 250 ,J0533+6759   ,05:33:55.1401    ,                  3 ,+67:59:17.489    ,              3 ,0.0043881599698083    ,           9 ,57.369     ,     2 ,2.392        ,2.392
 251 ,J0534-13     ,05:34            ,                  0 ,-13              ,              0 ,0.979                 ,           0 ,74.3       ,     3 ,6.226        ,6.226
 252 ,B0531+21     ,05:34:31.973     ,                  5 ,+22:00:52.06     ,              6 ,0.0333924123          ,          12 ,56.77118   ,    24 ,2.000        ,1.311
 253 ,J0534+34     ,05:34:30         ,                 20 ,+34:07           ,             15 ,*                     ,           0 ,24.5       ,    15 ,0.403        ,0.403
 254 ,J0534-6703   ,05:34:36.17      ,                 10 ,-67:03:48.8      ,              8 ,1.81756503106         ,          17 ,95.3       ,     1 ,49.700       ,48.846
 255 ,J0535-66     ,05:35:40         ,                  0 ,-66:52           ,              0 ,0.210524357           ,          30 ,75         ,     1 ,49.700       ,48.067
 256 ,J0535-6935   ,05:35            ,                  2 ,-69:35           ,              7 ,0.20051133            ,           2 ,93.7       ,     4 ,49.700       ,48.857
 257 ,B0538-75     ,05:36:30.82      ,                  1 ,-75:43:54.8      ,              1 ,1.245856132914        ,           8 ,18.58      ,     2 ,0.143        ,0.143
 258 ,J0537-69     ,05:37:43         ,                  0 ,-69:21           ,              0 ,0.112613212           ,          20 ,273        ,     1 ,49.700       ,49.901
 259 ,J0537-6910   ,05:37:47.416     ,                110 ,-69:10:19.88     ,             60 ,0.0161222220245       ,           4 ,*          ,     0 ,49.700       ,*
 260 ,J0538+2817   ,05:38:25.0572    ,                  1 ,+28:17:09.161    ,              2 ,0.14315825891177      ,          11 ,39.570     ,     1 ,1.300        ,0.946
 261 ,J0540+3207   ,05:40:37.116     ,                  1 ,+32:07:37.3      ,              1 ,0.5242708632083       ,           5 ,61.97      ,     4 ,1.421        ,1.421
 262 ,B0540-69     ,05:40:11.202     ,                  9 ,-69:19:54.17     ,              5 ,0.0505697030222       ,          18 ,147.2      ,     1 ,49.700       ,48.910
 263 ,J0540-7125   ,05:40:30.8       ,                  3 ,-71:25:31.4      ,              5 ,1.286014595           ,           3 ,29.41      ,     7 ,0.547        ,0.547
